,Date,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,Handedness
4,2018-04-01,NYM,111,13.5%,18.9%,0.7,.297,.404,.418,.821,.121,.362,17,3.9,.364,131,Vs. R
5,2018-04-01,CHC,118,10.2%,23.7%,0.4,.263,.362,.465,.827,.202,.324,17,3.6,.353,122,Vs. R
6,2018-04-01,MIL,52,13.5%,26.9%,0.5,.289,.385,.378,.762,.089,.419,7,1.0,.334,115,Vs. R
7,2018-04-01,MIN,104,7.7%,26.9%,0.3,.240,.298,.500,.798,.260,.262,14,2.1,.339,114,Vs. R
8,2018-04-01,DET,104,11.5%,13.5%,0.9,.239,.327,.413,.740,.174,.273,13,0.6,.322,104,Vs. R
9,2018-04-01,HOU,84,10.7%,20.2%,0.5,.257,.333,.378,.712,.122,.316,10,-0.1,.313,102,Vs. R
10,2018-04-01,OAK,130,12.3%,23.1%,0.5,.239,.338,.381,.719,.142,.300,15,0.2,.316,101,Vs. R
11,2018-04-01,PIT,112,7.1%,18.8%,0.4,.267,.324,.406,.730,.139,.316,13,0.3,.317,101,Vs. R
12,2018-04-01,SEA,91,5.5%,23.1%,0.2,.226,.278,.429,.706,.202,.254,10,-0.8,.304,98,Vs. R
13,2018-04-01,NYY,126,11.1%,20.6%,0.5,.205,.294,.429,.722,.223,.222,14,-0.3,.312,95,Vs. R
14,2018-04-01,PHI,114,10.5%,25.4%,0.4,.227,.313,.392,.704,.165,.284,12,-1.1,.307,89,Vs. R
15,2018-04-01,SDP,83,9.6%,22.9%,0.4,.243,.325,.351,.677,.108,.302,8,-1.4,.298,86,Vs. R
16,2018-04-01,TOR,111,9.9%,32.4%,0.3,.210,.288,.390,.678,.180,.271,11,-2.1,.293,83,Vs. R
17,2018-04-01,BOS,99,9.1%,16.2%,0.6,.207,.303,.368,.671,.161,.232,10,-1.4,.297,83,Vs. R
18,2018-04-01,TBR,90,11.1%,24.4%,0.5,.228,.311,.329,.640,.101,.298,8,-2.2,.285,81,Vs. R
19,2018-04-01,KCR,71,9.9%,8.5%,1.2,.213,.310,.328,.638,.115,.218,7,-1.7,.286,78,Vs. R
20,2018-04-01,STL,92,6.5%,33.7%,0.2,.212,.272,.365,.636,.153,.280,8,-2.7,.279,77,Vs. R
21,2018-04-01,ARI,76,13.2%,26.3%,0.5,.231,.342,.262,.604,.031,.333,7,-1.9,.283,76,Vs. R
22,2018-04-01,MIA,105,10.5%,21.0%,0.5,.220,.324,.264,.588,.044,.279,9,-3.4,.275,75,Vs. R
23,2018-04-01,CIN,64,3.1%,29.7%,0.1,.246,.266,.311,.577,.066,.333,4,-3.3,.251,56,Vs. R
24,2018-04-01,TEX,105,7.6%,32.4%,0.2,.177,.248,.323,.571,.146,.237,7,-5.4,.252,53,Vs. R
25,2018-04-01,COL,52,1.9%,32.7%,0.1,.216,.231,.373,.603,.157,.281,4,-2.4,.258,53,Vs. R
26,2018-04-01,SFG,50,2.0%,28.0%,0.1,.224,.240,.306,.546,.082,.294,3,-3.1,.238,53,Vs. R
27,2018-04-01,CLE,82,6.1%,23.2%,0.3,.162,.235,.270,.505,.108,.189,4,-5.7,.222,38,Vs. R
28,2018-04-01,LAD,76,0.0%,19.7%,0.0,.213,.224,.253,.477,.040,.267,2,-6.5,.209,32,Vs. R
29,2018-04-01,BAL,96,11.5%,25.0%,0.5,.095,.200,.155,.355,.060,.119,-0,-11.7,.168,-1,Vs. R
